technology_id,country,name,groundwater,surfacewater,waterquality,waterquality_referring,watersupply,water_use_rights,water_comments
2848,PL,Chicken manure in non irrigated arable land,5_50M,POOR,GOOD,,RAINFED,,
2851,PL,No-till,5_50M,GOOD,GOOD,,RAINFED,,
2852,PL,Organic agriculture in hop cultivation,5_50M,GOOD,GOOD,,RAINFED,,
2870,UG,Fast-Growing Clonal Eucalyptus,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,INDIVIDUAL,
2871,UG,Native trees as wind breaks,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,INDIVIDUAL,
2872,UG,Optimizing Land-Use Through Maize-Watermelon Intercropping,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,INDIVIDUAL,
2877,UG,Local Food Storage Facility (Granary),50M_PLUS,POOR,POOR,,RAINFED,INDIVIDUAL,
2879,PT,Minimum tillage in Mediterranean vineyards,5_50M,POOR,AGRICULTURALUSE,,RAINFED,OPEN_ACCESS,
2880,UG,Pine-shielded mango growing,5_50M,MEDIUM,POOR,,RAINFED,COMMUNAL,
2881,UG,Home Gardens,5_50M,MEDIUM,POOR,,RAINFED,INDIVIDUAL,
2882,UG,Teak-Based Afforestation for Timber Production,5_50M,GOOD,AGRICULTURALUSE,,RAINFED,INDIVIDUAL,
2886,UG,Potatoes Growing in Lowlands for Food Security Durnig Dry Seasons,LESS_5M,GOOD,AGRICULTURALUSE,,RAINFED,INDIVIDUAL,
2890,UG,Local Rabbit Keeping for Manure Production and Household Income,5_50M,GOOD,GOOD,,RAINFED,COMMUNAL,
2891,LA,Conversion of rocky area to grazing area for livestock management,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,INDIVIDUAL,
2894,UG,FISH FARMING (AQUACULTURE) FOR INCOME GENERATION AND WATER CONSERVATION,ONSURFACE,EXCESS,GOOD,,RAINFED,COMMUNAL,
2895,KE,Micro-catchments for rainwater harvesting,5_50M,MEDIUM,POOR,,RAINFED,COMMUNAL|INDIVIDUAL,Water quantity and quality is highly dependant on rainfall
2897,MA,Parcelle agro-forestière à base de plantation d'arbres fruitiers et forestièrs,5_50M,MEDIUM,POOR,,MIXED,COMMUNAL,Les banquettes sont menacés par des inondations pendant l’été par des orages et tempêtes.
2900,GR,Establishment of intensive grazing areas on low productive slopes,50M_PLUS,POOR,GOOD,,RAINFED,COMMUNAL,
2904,LA,Planting bamboo for fencing and wind protection,5_50M,POOR,GOOD,,RAINFED,OPEN_ACCESS,
2905,LA,Pond development in wetland areas,5_50M,GOOD,GOOD,,RAINFED,INDIVIDUAL,
2907,LA,Banana intercropping in sloping land,5_50M,GOOD,UNUSABLE,,RAINFED,OPEN_ACCESS,
2911,GR,Water and soil conservation by using rock fragments,50M_PLUS,POOR,GOOD,,MIXED,LEASED,Water is transported from mountainous areas
2920,LA,Fish pond construction on slope area on clayey subsoil for water harvesting,LESS_5M,GOOD,GOOD,,RAINFED,COMMUNAL,
2922,GR,Soil erosion control by ridges,5_50M,MEDIUM,AGRICULTURALUSE,,MIXED,LEASED,
2923,LA,Using water from a fishpond for the cultivation of dry season paddy rice,LESS_5M,MEDIUM,GOOD,,MIXED,INDIVIDUAL,
2928,LA,An integrated rice - fish system,LESS_5M,EXCESS,GOOD,,MIXED,OPEN_ACCESS,
2929,UG,"Intercropping Maize and Ground Nuts for Optimum Land Utilisation, Increased  Food Production, Household Income and Food Security",5_50M,POOR,GOOD,,RAINFED,COMMUNAL,The water is drawn from the borehole and considered of good quality and is readily available
2930,LA,Broom grass cultivation to prevent soil erosion in sloping area,5_50M,GOOD,AGRICULTURALUSE,,RAINFED,OPEN_ACCESS|INDIVIDUAL,
2949,KH,Sandy soil improvement by using natural fertilizer and liquid compost,5_50M,GOOD,GOOD,,MIXED,INDIVIDUAL,
2950,RO,Non-inversion tillage for arable land,5_50M,MEDIUM,,,MIXED,,
2957,RO,Direct drill (no-till) for arable cropping systems,5_50M,MEDIUM,,,MIXED,,
2958,NL,Non-inversion shallow tillage on sandy soils in the Netherlands,LESS_5M,GOOD,AGRICULTURALUSE,,MIXED,COMMUNAL,
2963,RO,Leguminous crop cultivated in plot temporarely set outside the crop rotation,5_50M,MEDIUM,,,RAINFED,,
2965,NL,Increased organic matter input by using organic fertilizers (slurry and manure) instead of mineral fertilizers,LESS_5M,GOOD,AGRICULTURALUSE,,MIXED,COMMUNAL,
2972,KE,Borana Ranch Grazing with Holistic Management Principles,50M_PLUS,MEDIUM,POOR,,RAINFED,INDIVIDUAL,Waterpoints provided by waterpipes (sometimes destroyed by elephants)
2978,NL,Organic agriculture with vegetable and arable crops on sandy soils,LESS_5M,GOOD,AGRICULTURALUSE,,MIXED,COMMUNAL,
2982,KE,Lolldaiga Hills Ranch: Rotational Grazing and Boma-Based Land Reclamation,,MEDIUM,POOR,,RAINFED,INDIVIDUAL,
2989,NA,Infiltration ditches and ponding banks,5_50M,POOR,POOR,,RAINFED,INDIVIDUAL,
2990,KE,Makurian Group Ranch Grazing with Holistic Management Principles,50M_PLUS,MEDIUM,POOR,,RAINFED,OPEN_ACCESS,
2993,MA,Mur de soutènement en gabion avec contreforts pour protéger des berges,ONSURFACE,GOOD,AGRICULTURALUSE,,IRRIGATION,COMMUNAL,
2994,BF,'Forage Christine',ONSURFACE,POOR,POOR,,RAINFED,OPEN_ACCESS|COMMUNAL,"Limited water availability appears to be one of the major limitations for rainfed agriculture, in addition to the low retention and availability of nutrients."
3063,HU,Farmyard manuring,LESS_5M,GOOD,POOR,,RAINFED,LEASED,-
3065,HU,Conservation tillage,LESS_5M,GOOD,POOR,,RAINFED,LEASED,-
3089,EE,No-tillage,5_50M,GOOD,GOOD,,RAINFED,OPEN_ACCESS|INDIVIDUAL,
3113,EE,Permanent grassland on peaty and eroded soils,LESS_5M,GOOD,GOOD,,RAINFED,OTHER,
3116,PH,Artificial Reef,,,,,OTHER,OPEN_ACCESS,Not Applicable
3117,MA,Taille du romarin avec trois ans de repos,5_50M,POOR,POOR,,RAINFED,,
3120,EE,Reduced tillage,5_50M,GOOD,GOOD,,RAINFED,OPEN_ACCESS|INDIVIDUAL,
3138,KH,Growing vegetables in a nethouse to ward off insects,5_50M,GOOD,GOOD,,MIXED,INDIVIDUAL,
3139,LA,Vegetable garden to improve vegetation cover in sloping land,LESS_5M,GOOD,AGRICULTURALUSE,,OTHER,OPEN_ACCESS,
3141,AO,Community supported pasture and rangeland rehabilitation works,LESS_5M,POOR,POOR,,RAINFED,OPEN_ACCESS,Water quality and quantity are major issues for the area. There are few if any reliable water sources in the area and most communities depend on wells dug in the river bottoms to supply their water.
3142,KH,Use of plastic mulch combined with a drip irrigation system for the cultivation of eggplants,5_50M,GOOD,AGRICULTURALUSE,,MIXED,INDIVIDUAL,Ground water table is 8 meters dept.  pH = 6
3144,KH,Growing corn using drip irrigation system,5_50M,GOOD,GOOD,,MIXED,OPEN_ACCESS,
3145,KH,Crop diversification with the application of rotation techniques,5_50M,GOOD,GOOD,,MIXED,INDIVIDUAL,
3146,KH,Intercropping of orange trees with mungbean in mountainous areas,5_50M,GOOD,GOOD,,MIXED,OPEN_ACCESS,
3151,KH,Cultivation of organic vegetables to improve the household economy and the soil quality,LESS_5M,GOOD,GOOD,,MIXED,INDIVIDUAL,
3152,KH,Coconut leaves mulching for winter melon cultivation,LESS_5M,GOOD,AGRICULTURALUSE,,IRRIGATION,COMMUNAL|INDIVIDUAL,
3153,KH,Eggplant cultivation technique between lemon trees,5_50M,POOR,GOOD,,MIXED,INDIVIDUAL,
3157,MA,Période de fermeture du pâturage de l'almou collectif servant aux équins.,LESS_5M,GOOD,POOR,,RAINFED,COMMUNAL,
3160,FR,Pâturage amélioré par du Ray-grass et Trèfle Blanc,ONSURFACE,MEDIUM,GOOD,,RAINFED,COMMUNAL|INDIVIDUAL,
3164,FR,Non Labour,ONSURFACE,MEDIUM,GOOD,,RAINFED,COMMUNAL|INDIVIDUAL,
3165,KH,Crop rotation to promote safe vegetables,ONSURFACE,GOOD,AGRICULTURALUSE,,MIXED,OPEN_ACCESS,"Occasionally, flooded from 7-10 days."
3167,FR,Rotation des cultures,ONSURFACE,MEDIUM,GOOD,,RAINFED,COMMUNAL|INDIVIDUAL,
3171,KH,Agroforestry: Intercropping of vegetables between orange trees,5_50M,GOOD,POOR,,MIXED,INDIVIDUAL,The water has no lime. There was a flood in 2013 only.
3175,FR,Les prairies pharmacies,ONSURFACE,MEDIUM,GOOD,,RAINFED,COMMUNAL|INDIVIDUAL,
3176,NE,Restoration of grazing land invaded by Sida cordifolia,5_50M,POOR,GOOD,,RAINFED,COMMUNAL|INDIVIDUAL,n/a
3177,MA,Gestion des parcours sans coupe ni ébranchage des arbres,5_50M,POOR,POOR,,RAINFED,COMMUNAL,"Quand il pleut, comme souvent dans les zones arides à semi-arides, il pleut fort, ce qui engendre de l'érosion en ravines dans cette zone."
3204,MA,Mare d'eau,50M_PLUS,POOR,POOR,,RAINFED,COMMUNAL|INDIVIDUAL,
3205,MA,Citerne,50M_PLUS,POOR,POOR,,RAINFED,OPEN_ACCESS|COMMUNAL,L'eau est rare et variable entre les saisons sèches et humides. Elle varie aussi entre les années.
3206,MA,Khtarat,5_50M,POOR,GOOD,,MIXED,OPEN_ACCESS|COMMUNAL,"L'eau dans le sol dépend des précipitations sous forme de neige, ainsi que de la qualité du couvert végétal."
3207,MA,Fumier,50M_PLUS,POOR,POOR,,RAINFED,,
3208,MA,Terrasse,50M_PLUS,POOR,GOOD,,RAINFED,COMMUNAL,"En été, les nappes sont très profondes (100 m). Elles se rechargent en hiver. Mais la quantité n'est pas suffisante."
3209,MA,Interdiction provisoire d'accès du cheptel aux peuplements d'arganier,50M_PLUS,POOR,POOR,,RAINFED,,
3210,MA,Réhabilitation par mise en défens.,ONSURFACE,,,,RAINFED,INDIVIDUAL,
3214,KH,Use of solar water pumping to adapt to climate change,5_50M,MEDIUM,AGRICULTURALUSE,,IRRIGATION,OPEN_ACCESS,"The water is calcareous and should be boiled before drinking; however, it does not affect the crops growth negatively."
3215,KH,Using dry compost on paddy rice fields,LESS_5M,GOOD,POOR,,MIXED,OPEN_ACCESS,Water has to be filtered and boiled befor being safe to drink.
3217,BW,Split Ranch Grazing Strategy,LESS_5M,GOOD,GOOD,,RAINFED,INDIVIDUAL,
3219,ES,Annual green manure with Phacelia tanacetifolia in southern Spain,ONSURFACE,GOOD,AGRICULTURALUSE,,IRRIGATION,LEASED,
3220,KE,Soil and water conservation through pasture regeneration and hay production ,50M_PLUS,MEDIUM,POOR,,RAINFED,COMMUNAL,Water quality is poor and its storage is poor too
3223,HT,Progressive bench terraces formed by a vetiver hedge system and trees,5_50M,MEDIUM,POOR,,RAINFED,OPEN_ACCESS|COMMUNAL,
3224,HT,Weeded/ ploughed crop,5_50M,POOR,POOR,,RAINFED,OPEN_ACCESS|COMMUNAL,
3227,HT,Agroforestry homegardens,5_50M,MEDIUM,POOR,,RAINFED,OPEN_ACCESS|COMMUNAL,
3228,FR,Les Betteraves dans l'alimentation du bétail,5_50M,MEDIUM,GOOD,,RAINFED,COMMUNAL,
3232,MA,Plantation forestière,50M_PLUS,MEDIUM,AGRICULTURALUSE,,RAINFED,COMMUNAL,
3239,CN,Straw residues left on field after harvest and no tillage,LESS_5M,MEDIUM,GOOD,,MIXED,COMMUNAL,
3240,LA,Use of Effective Micro-organism (EM) to improve soil fertility in vegetable home gardens,5_50M,MEDIUM,GOOD,,RAINFED,INDIVIDUAL,
3257,NE,Fixation des dunes sur des terres communautaires sylvo-pastorales (cuvettes oasiennes) des départements de Gouré et de Maïné-Soroa,50M_PLUS,POOR,AGRICULTURALUSE,,MIXED,OPEN_ACCESS|COMMUNAL,"Dans les cuvettes oasiennes, l'eau est à des profondeurs très faibles (moins de 10 m). Les eaux de surface sont quasi-inexistantes. Il existe quelques mares formées pendant la saison pluvieuse; cette eau est boueuse et impropre à la consommation. Par contre, les eaux des puits sont de meilleure qualité et sont en général consommées par la population locale."
3267,EC,Albarrada,ONSURFACE,MEDIUM,AGRICULTURALUSE,,MIXED,LEASED|INDIVIDUAL,
3269,EC,Sistemas silvopastoriles,ONSURFACE,MEDIUM,AGRICULTURALUSE,,MIXED,COMMUNAL|INDIVIDUAL,
3270,EC,Lombricultura,ONSURFACE,MEDIUM,AGRICULTURALUSE,,MIXED,LEASED|INDIVIDUAL,Para esta tecnología se debe usar agua sin cloro
3271,EC,Sistemas agroforestales,LESS_5M,MEDIUM,AGRICULTURALUSE,,MIXED,COMMUNAL,
3272,EC,Cortina rompevientos,ONSURFACE,MEDIUM,AGRICULTURALUSE,,MIXED,LEASED|INDIVIDUAL,
3273,EC,Huerto familiar,ONSURFACE,MEDIUM,AGRICULTURALUSE,,MIXED,COMMUNAL|INDIVIDUAL,"La calidad del agua se ha visto afectada por el manejo inadecuado de las zonas de recarga hídrica, don de sen han establecido procesos productivos que contaminan el agua."
3275,EC,Tajamar,ONSURFACE,MEDIUM,AGRICULTURALUSE,,MIXED,LEASED|INDIVIDUAL,
3276,EC,Pilancón,ONSURFACE,MEDIUM,AGRICULTURALUSE,,MIXED,LEASED|INDIVIDUAL,
3277,EC,Cultivos en terrazas,ONSURFACE,MEDIUM,AGRICULTURALUSE,,MIXED,LEASED|INDIVIDUAL,
3278,EC,Franja Ribereña,LESS_5M,MEDIUM,AGRICULTURALUSE,,MIXED,COMMUNAL,
3289,EG,mulched-grapes,,,,,IRRIGATION,,
3301,UG,Wooden water reservoir for  rain water harvesting.,50M_PLUS,MEDIUM,POOR,,MIXED,COMMUNAL|INDIVIDUAL,
3302,UG,Mango and paw-paw fruit tree growing,LESS_5M,MEDIUM,GOOD,,RAINFED,INDIVIDUAL,
3303,UG,Compost Production Pits for Crop Production [Uganda],5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,COMMUNAL,
3305,NL,Organic agriculture with vegetable and arable crops on sandy loam soils,LESS_5M,GOOD,AGRICULTURALUSE,,MIXED,COMMUNAL,
3306,UG,Growing cover crops for weed control,50M_PLUS,MEDIUM,POOR,,RAINFED,COMMUNAL,
3307,UG,Conservation Farming Basins In Annual Crops For Water Conservation,5_50M,MEDIUM,GOOD,,RAINFED,COMMUNAL,
3309,UG,Trenches in a Cocoa Plantation for Soil and Water Conservation,5_50M,MEDIUM,POOR,,RAINFED,INDIVIDUAL,
3318,KE,Social Tenure Domain Model (STDM),5_50M,MEDIUM,,,RAINFED,OPEN_ACCESS|COMMUNAL,
3324,UG,Energy-saving ground stoves,5_50M,MEDIUM,POOR,,RAINFED,COMMUNAL,
3326,NA,Combined herding for planned grazing,50M_PLUS,MEDIUM,GOOD,,RAINFED,COMMUNAL,
3328,UG,Multi-Purpose Tree Species for Pasture Supplementation,5_50M,MEDIUM,POOR,,RAINFED,OPEN_ACCESS,
3329,UG,Reducing Tillage by Slashing,5_50M,MEDIUM,POOR,,RAINFED,COMMUNAL,
3330,UG,Low-cost solar drier for preserving crop produce,5_50M,MEDIUM,POOR,,RAINFED,COMMUNAL,
3334,TJ,Рассоление сильнозасоленных земель и солончаков в вегетационный период - культурой освоителем рисом [Таджикистан],LESS_5M,MEDIUM,POOR,,IRRIGATION,COMMUNAL,"В маловодные годы, приходится пользоваться дренажной водой  для промывки сильнозасоленных земель (на начальных стадиях промывки)"
3340,KE,Sub-Surface Dams (SSD),5_50M,POOR,GOOD,,RAINFED,COMMUNAL,
3342,CM,Alliance Farming,5_50M,MEDIUM,GOOD,,RAINFED,OPEN_ACCESS|COMMUNAL,
3356,TD,Securing the mobility of pastoralism through consultation and access to water sources,50M_PLUS,POOR,GOOD,,RAINFED,COMMUNAL,
3359,ZA,"Reshaping of gully erosion through integration of silt fences, erosion blankets and brush packing",LESS_5M,MEDIUM,UNUSABLE,,RAINFED,OTHER,
3360,BF,Production de légumes à Boulmiougou,5_50M,MEDIUM,AGRICULTURALUSE,,IRRIGATION,INDIVIDUAL,"Les inondations ont lieux quand le barrage est rempli et déborte, et que la rivière coule aussi fortement. Les inondations ne durent en général pas plus d'une heure, mais l'eau peut dépasser un mètre dans les zones les plus basses."
3361,KE,Index Based Livestock Insurance,LESS_5M,POOR,POOR,,RAINFED,COMMUNAL,
3362,UG,Growing Improved Pastures for Sustainable Dairy Production,LESS_5M,GOOD,AGRICULTURALUSE,,MIXED,INDIVIDUAL,The water table is high
3363,UG,Semi-Intensive Goat Farming Practice  for Pasture Conservation,50M_PLUS,GOOD,GOOD,,RAINFED,INDIVIDUAL,
3365,UG,BANANA PLANTATION INTEGRATED FERTILIZER-IRRIGATION TECHNOLOGY,5_50M,MEDIUM,POOR,,RAINFED,COMMUNAL|INDIVIDUAL,
3366,UG,Indigenous Micro Organism (IMO) use in Natural Pig Farming,ONSURFACE,GOOD,AGRICULTURALUSE,,MIXED,INDIVIDUAL,Water quality is sometimes affected by the run off water that collects in the swamp.
3367,UG,Dairy cattle fed with supplementary fodder,5_50M,MEDIUM,POOR,,MIXED,INDIVIDUAL,
3371,UG,Domestic Biogas Plant for fuel and organic fertilizer,ONSURFACE,GOOD,GOOD,,MIXED,COMMUNAL,The area gets water from River Gibuzale that flows through the village.
3372,KE,Ecosystem-wide seasonal grazing management in community land,50M_PLUS,POOR,POOR,,RAINFED,COMMUNAL|OTHER,Seasonal floods down the Ewaso Nyiro river provide an important water source for the Shompole Swamp. This swamp acts as an import drought refuge for livestock.
3375,UG,Wire Mesh Maize Storage Crib,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,INDIVIDUAL,
3376,UG,Lab lab inter-crop for improvement of soil fertility for banana production,5_50M,MEDIUM,AGRICULTURALUSE,,RAINFED,COMMUNAL|INDIVIDUAL,The water used for domestic use is mainly tap water and rooftop harvested water
3377,ZA,Pitting  to restore degraded catchment of Mount Fletcher Dam,LESS_5M,POOR,UNUSABLE,,RAINFED,COMMUNAL,Steep slopes in the catchment with frequent high rainfall events contribute to high levels of sheet and rill erosion casing the siltation of the Mount Fletcher dam (affecting the usability of the water and storing capacity of the dam).
3378,UG,"Mixed Cropping of Coffee, Banana and Onions for Increased Production, Food Security and Household Income",ONSURFACE,MEDIUM,GOOD,,RAINFED,OPEN_ACCESS,
3381,KE,Rangeland Restoration by cutting invasive species and grass reseeding and managing grazing,50M_PLUS,POOR,POOR,,RAINFED,COMMUNAL,
3390,TJ,"Полустационарная, низконапорная, малообъемная системы капельного орошения для орошения с/х культур  при использовании дождевой воды",50M_PLUS,POOR,POOR,,RAINFED,COMMUNAL,"Введу дефицита влаги, собирается и используется дождевая вода хорошего качества."
3391,UG,Backyard fish farming in tarpaulin ponds for improved livelihood,5_50M,MEDIUM,POOR,,MIXED,COMMUNAL|INDIVIDUAL,
3403,KE,Dedha grazing system as a natural resource management technology,50M_PLUS,MEDIUM,GOOD,,RAINFED,COMMUNAL,The Ewaso Nyiro River floods every rainy seasons
3417,TJ,Снижение вырубки деревьев через использованием многоцелевых энерго-эффективных печей,5_50M,GOOD,GOOD,,,COMMUNAL|INDIVIDUAL,
3418,TJ,Почво-охранные пруды для предотвращения овраго-образования,50M_PLUS,MEDIUM,POOR,,RAINFED,COMMUNAL|INDIVIDUAL,
3434,UG,Small Scale Irrigation System for Pasture Production,ONSURFACE,EXCESS,POOR,,RAINFED,INDIVIDUAL,
3444,KE,Controlling invasive species by physical removal and crop cultivation through open fallow irrigation,,GOOD,AGRICULTURALUSE,,MIXED,COMMUNAL,
3450,UG,Urban Farming with Mushroom Cultivation among Smallholder Farmers.,LESS_5M,GOOD,GOOD,,,INDIVIDUAL,
3452,UG,Urban farming with sack gardening,50M_PLUS,GOOD,GOOD,,MIXED,COMMUNAL,"The farmer taps National Water, which provides good clean water."
3453,UG,Barley fodder management for livestock production among smallholder farmers,LESS_5M,GOOD,GOOD,,MIXED,LEASED,
3454,KE,Area enclosure : Invasive species management through physical removal and grassland restoration,LESS_5M,MEDIUM,POOR,,RAINFED,OPEN_ACCESS,
3455,UG,Runoff Water Harvesting Contour Trenches and Pits in Hilly areas,ONSURFACE,EXCESS,GOOD,,MIXED,INDIVIDUAL,There's high adaptation of contour trenches in the area
3461,UG,Intensification of pawpaw with mulching,5_50M,GOOD,GOOD,,RAINFED,INDIVIDUAL,
3465,TJ,Thermo insulation of walls with use of foil to decrease burden on firewood use,5_50M,EXCESS,GOOD,,MIXED,OPEN_ACCESS,"very rare case, but becoming more frequently in the last years, when there is heavy rainy season are becoming more common."
3475,KE,Utilisation of invasive species biomass for charcoal production,,GOOD,POOR,,RAINFED,OPEN_ACCESS,
3484,UG,Small Scale Vegetable Garden for Home Consumption and Income,LESS_5M,GOOD,GOOD,,MIXED,OPEN_ACCESS,
3614,ZA,Spekboom (Portulacaria afra) planting within riplines for thicket biome restoration,50M_PLUS,POOR,AGRICULTURALUSE,,RAINFED,OTHER,
3619,BD,FLOATING AGRICULTURE IN WATERLOGGED SOIL,LESS_5M,,AGRICULTURALUSE,,RAINFED,LEASED,Waterlogged condition promote the excessive growth of water hyacinths thus causing water pollution
3632,UZ,Diversification of crops in salinized soils with the introduction of legumes and green manure,LESS_5M,GOOD,GOOD,,IRRIGATION,OPEN_ACCESS,Water in surface sources is polluted from discharges of drainage from irrigation fields
3634,UZ,Laser leveling of the fields  to increase the efficiency of on-farm use of irrigation water,LESS_5M,GOOD,GOOD,,IRRIGATION,OTHER,Water in surface sources is polluted from discharges of drainage from irrigation fields
3644,TJ,Повышения водоудерживающие способности почв в богарных виноградниках способом  высокоштамбовая формировка виноградного куст с свободным свисанием побегов,50M_PLUS,POOR,,,RAINFED,OPEN_ACCESS,Технлогия применяется на богарных землях в условиях без полива.
3645,UZ,Production of biogas from waste to increase soil fertility,LESS_5M,GOOD,GOOD,,IRRIGATION,OTHER,Water in surface sources is polluted from drainage runoff discharges from irrigation fields
3646,UZ,Furrow irrigation with alternating dry  and watered (wet) furrows,LESS_5M,GOOD,GOOD,,IRRIGATION,OPEN_ACCESS,Water in surface sources is polluted from discharges of drainage from irrigation fields
3650,UZ,Drought-resistant crops to enhance forage production and prevent erosion in desert areas,5_50M,POOR,GOOD,,RAINFED,INDIVIDUAL|OTHER,Forage crops are grown without irrigation
3654,UZ,Almond  planting on shallow terraces to increase the efficiency of rainfed lands and to prevent erosion,5_50M,POOR,,,RAINFED,,
3655,TJ,"Обеспечение продовольственной безопасности в маргинальных почвенно-климатических условиях , через выращивание многоцелевой культуры Квиноя (Лебеда). [Таджикистан]",5_50M,POOR,GOOD,,MIXED,COMMUNAL,"В районе Рудаки- проблем с уровнем грунтовых вод и качеством питьевой воды нет. В Вахше- УГВ -может быть меньше 5м и периодически могут быть проблемы с качеством питьевой воды; в Файзабаде -качество питьевой воды хорошее, УГВ -5-50м, но там квиноя посеяна  на богарных землях-без орошения.
В целом  Квиноя засухоустойчивая культура, нуждающаяся  в  небольшом поливе только в начале вегетации."
3657,TJ,Накопления осадков методом Барер ( бардюрования)  на  склоновых междуряди виноградников и садов в условиях богары,50M_PLUS,,,,RAINFED,OPEN_ACCESS,
3662,TJ,Повышение биоразнообразия  в горных регионах  посредством  выращивания цитрусовых культур (лимона),50M_PLUS,MEDIUM,GOOD,,IRRIGATION,COMMUNAL,"Качество воды как всегда в горах очень хорошее, но вот не всегда родники или реки находятся близко от сел, в таком случае, вода доставляется по трубам от родника - это не близко и не дешево."
3667,TJ,Эффективное повышение плодородия почвы через производство и применение высококачественного компоста –альтернативного навозу органического удобрения,5_50M,GOOD,GOOD,,MIXED,COMMUNAL,"сильно распространена водная эрозия, т.к горная местность,  почвы с низким содержанием  питательных    элементов, поскольку    почти не  вносятся удобрения"
3670,TJ,Восстановление  продуктивности среднегорных сильнодеградированных  пастбищ,50M_PLUS,POOR,POOR,,RAINFED,COMMUNAL,Здесь имеет место лишь атмосферное увлажнение
3673,TJ,Снижения затрата и предотвращения питательных вешеств  с использованием ломом в садах и виноградников,,,,,RAINFED,,Так как технология применяется на богарных условиях никаких поливных воды нет.
3677,TJ,Эффективная использования земель под интенсивный садоводства,50M_PLUS,MEDIUM,GOOD,,IRRIGATION,OPEN_ACCESS,Поливная вода Артизианская
3683,TJ,Использование конденсационной водоснабжение садов и виноградников в условиях богары и маловодия.,50M_PLUS,,GOOD,,MIXED,OPEN_ACCESS,Технология применяется в условиях богары и условно поливной зоне.
3686,TJ,: Сохранения почвенного покрова от эрозии и деградации  путем возделывания воишным системе ведения виноградников,50M_PLUS,GOOD,GOOD,,IRRIGATION,OPEN_ACCESS|COMMUNAL,Вода для пития и полива достаточно. Самотек аричная . Питьевая водопроводная.
3687,TJ,Зимный полив для влагозарядки  почвы перед посадкой садов и виноградников в условиясх засушливого зимы.,50M_PLUS,POOR,,,MIXED,OPEN_ACCESS,Зона является условно поливной или богара.
3688,TJ,Посев  картошки   без грядным методом для сохранения почвенного плодородия  от эрозии и сокращения затрата труда на склонных землях.,50M_PLUS,MEDIUM,GOOD,,MIXED,COMMUNAL|LEASED,Вода поливается условно качество воды нормальная горная.
3689,TJ,Снижения водопотрибление цитрусовых культур в типличных условиях,5_50M,MEDIUM,GOOD,,IRRIGATION,COMMUNAL,"Вода доступная проточная, не соленная питьевая. Можно полить растений."
3695,TJ,Предотвращение эрозия почв на склоновых земель путём применение технологии ленточного посева сельхозкультур.,50M_PLUS,MEDIUM,GOOD,,MIXED,COMMUNAL,На условиях богара потребность культур обеспечивается за счёт дождей и на поливных земля орошается за счёт имеющихся  источников воды. Для удовлетворение нужд население используется водопроводная вода.
3696,TJ,Использование источников воды при установлении акведуков для освоения и орошение  межграничных неиспользуемых земель.  .,50M_PLUS,POOR,AGRICULTURALUSE,,MIXED,COMMUNAL,"Акведук берет воду из горного источника, расположенного над верхней части афганской деревни"
3698,TJ,Залужение деградированных пастбищ в условиях высокогорья,5_50M,GOOD,GOOD,,,COMMUNAL,"Источником воды является снеговыми, постоянными и пригодны только для орошение"
3701,TJ,Эфективность озеленение и проращивание семян картофелья. .,5_50M,GOOD,GOOD,,IRRIGATION,COMMUNAL,Источник воды постоянная
3722,TN,Le système d’Agroforesterie pour la protection des terres et l'amélioration des revenus des exploitants dans les zones montagneuses.de Nord Ouest Tunisien,ONSURFACE,POOR,POOR,,RAINFED,,
3726,TN,Compostage des déchets organiques en Agriculture Biologique.,5_50M,GOOD,GOOD,,MIXED,COMMUNAL,"L'eau d'irrigation est disponible à partir de barrage de Nebhana. 
C'est une zone trés proche de la mer. "
3727,TN,Agriculture de Conservation,ONSURFACE,MEDIUM,GOOD,,RAINFED,INDIVIDUAL,
3728,MX,Callejones de piñón con forrajes intercalados,50M_PLUS,POOR,UNUSABLE,,RAINFED,OTHER,
3732,TN,Amendement sableux dans le système oasien,50M_PLUS,POOR,AGRICULTURALUSE,,MIXED,COMMUNAL,"Pompage profond de la nappe continentale intercalaire, qui a une température supérieure à 60 °C. "
3735,TJ,Санитарно-гигиеническая и сельхозяйственное значение эко-санитарных туалетов.,5_50M,GOOD,GOOD,,IRRIGATION,COMMUNAL,"Вода для орошение земел вполне достаточно, питевая вода не проблемачитно"
3737,TJ,Надкаменное строительство зернохранилищ,5_50M,MEDIUM,GOOD,,IRRIGATION,COMMUNAL,Источнтком воды являются ледники и вода является сезонная и при наступление холода уменшается.
3739,TJ,Применение дренажных минерализированных вод  при   реабилитации  плодородия маргинализированных орошаемых земель аридных территорий,LESS_5M,,POOR,,IRRIGATION,COMMUNAL,нет
3769,MX,Sistemas de prácticas de MST en suelos con escasa precipitación en el semidesierto de Zacatecas,50M_PLUS,,UNUSABLE,,RAINFED,INDIVIDUAL,"No existen fuentes de agua disponibles, por tanto los cultivos dependen de la lluvia"
